Benchmark,Disk,Test,Replica,file_size_in,reg_size_in,write,rewrite,read,reread,random_reread,random_write(KB/s),bkwd_read,record_rewrite,stride_read,fwrite,"fread,freread",time,timestamp
iozone,/dev/md5,64,5,65536,4,26681,26502,47153,62267,3159,3210,14029,13095,10523,775234,770495,219832,1243095,0:01:10.144242,2023-06-04 23:44:24.040522
iozone,/dev/md5,65,1,65536,4,25969,26411,56710,62347,3215,2912,14527,12486,11122,851271,778484,113443,1298407,0:01:11.956276,2023-06-04 23:45:35.997111
iozone,/dev/md5,65,2,65536,4,25302,26248,56697,62528,3324,3012,14625,13239,10748,846818,779457,219534,1282128,0:01:09.792553,2023-06-04 23:46:45.789923
iozone,/dev/md5,65,3,65536,4,26780,26506,57921,63466,3290,3208,14755,12881,10482,845253,788648,158848,1283787,0:01:09.151467,2023-06-04 23:47:54.941579
iozone,/dev/md5,65,4,65536,4,25964,26674,47286,60177,3228,2718,14903,12850,10384,851382,786237,220236,1268531,0:01:13.437822,2023-06-04 23:49:08.379658
iozone,/dev/md5,65,5,65536,4,25917,26864,54578,63148,3324,3222,12279,12954,10496,849185,779986,123654,1277107,0:01:09.900466,2023-06-04 23:50:18.280376
iozone,/dev/md5,66,1,65536,8,32769,34157,85951,95320,6039,6509,19541,22740,11526,855305,855550,224844,1694791,0:00:42.624737,2023-06-04 23:51:00.905426
iozone,/dev/md5,66,2,65536,8,33694,33566,68125,99513,6070,6254,18777,23004,10916,860798,1120410,2104025,1776950,0:00:46.390441,2023-06-04 23:51:47.296057
iozone,/dev/md5,66,3,65536,8,33949,34436,86880,97538,6709,6431,21688,24533,10878,869072,859759,215135,1722769,0:00:41.785300,2023-06-04 23:52:29.081623
iozone,/dev/md5,66,4,65536,8,33659,34317,73257,98237,6046,6480,17921,24844,10796,1187932,857632,208934,1691558,0:00:43.927766,2023-06-04 23:53:13.009648
iozone,/dev/md5,66,5,65536,8,32327,32957,85118,97453,6119,6415,18645,23314,10796,853876,856814,240888,1681747,0:00:43.435748,2023-06-04 23:53:56.445662
iozone,/dev/md5,67,1,65536,8,32559,33994,68102,97893,6035,6254,17830,22500,10665,869740,1154188,226000,1678902,0:00:44.455222,2023-06-04 23:54:40.901108
iozone,/dev/md5,67,2,65536,8,32571,33176,90475,79420,6215,6435,20495,23122,11692,868715,864899,225236,1682478,0:00:42.123444,2023-06-04 23:55:23.024812
iozone,/dev/md5,67,3,65536,8,31772,33128,94372,102275,6358,6426,19179,23704,11642,860933,850531,225604,1694216,0:00:42.606666,2023-06-04 23:56:05.631748
iozone,/dev/md5,67,4,65536,8,32931,32814,66405,98915,6080,6355,19277,23464,11260,868430,857092,234237,1673922,0:00:43.513306,2023-06-04 23:56:49.145244
iozone,/dev/md5,67,5,65536,8,33817,34443,81945,96374,6037,6378,20988,24578,10936,863020,1117672,215331,1712861,0:00:42.774131,2023-06-04 23:57:31.919634
iozone,/dev/md5,68,1,65536,8,33059,31479,67839,100779,6378,6247,15331,22679,10939,878227,1116855,2111946,1792559,0:00:44.244117,2023-06-04 23:58:16.164054
iozone,/dev/md5,68,2,65536,8,30218,31550,83738,100461,6223,6387,18830,22795,10347,854478,784540,199932,1686897,0:00:45.287653,2023-06-04 23:59:01.451961
iozone,/dev/md5,68,3,65536,8,33100,33643,68542,101052,6047,6192,18461,23406,10355,861214,793711,210651,1723904,0:00:44.687289,2023-06-04 23:59:46.139510
iozone,/dev/md5,68,4,65536,8,33282,33609,85236,99434,6205,6220,18556,22836,10373,860254,1123694,2045895,1753564,0:00:43.535592,2023-06-05 00:00:29.675299
iozone,/dev/md5,68,5,65536,8,31510,33792,69763,97027,6037,6410,19230,22872,10523,857924,791603,227069,1692391,0:00:44.195561,2023-06-05 00:01:13.871116
